text,label,source
the cast delivers phenomenal performances in this gripping drama the ending was surprising,1,movies
a masterpiece of cinema with stellar performances and breathtaking visuals the cinematography was stunning,1,movies
dull uninspired and painfully slow this film fails on every level the special effects were impressive,0,movies
a masterpiece of cinema with stellar performances and breathtaking visuals the characters were well developed the ending was surprising,1,movies
the screenplay is superb and the characters feel genuine and relatable the characters were well developed,1,movies
one of the worst films I have seen in recent memory avoid at all costs the cinematography was stunning,0,movies
one of the worst films I have seen in recent memory avoid at all costs the ending was surprising,0,movies
brilliant direction and outstanding acting made this a memorable experience,1,movies
the cast delivers phenomenal performances in this gripping drama the dialogue felt natural,1,movies
the screenplay is superb and the characters feel genuine and relatable the pacing felt off at times the acting was top notch,1,movies
absolutely loved this film the story was compelling and emotionally resonant the pacing felt off at times,1,movies
wooden performances and lazy writing drag this film into mediocrity the pacing felt off at times,0,movies
an absolute mess from start to finish with nothing to recommend,0,movies
brilliant direction and outstanding acting made this a memorable experience the soundtrack was memorable,1,movies
one of the best movies I have seen in years highly recommend,1,movies
the cast delivers phenomenal performances in this gripping drama,1,movies
one of the worst films I have seen in recent memory avoid at all costs the ending was surprising the dialogue felt natural,0,movies
one of the best movies I have seen in years highly recommend the characters were well developed,1,movies
